"","sl_no","word1","freq1","word2","freq2"
"166",166,"httpstcoaejlqyaoq",11,"robert",12
"167",167,"httpstcoassmgqxq",11,"row",12
"168",168,"httpstcotgyecz",11,"well",12
"169",169,"httpstcowfat‚Ä",11,"feelin",11
"170",170,"httpstcoyoqonjlw",11,"future",11
"171",171,"laurel",11,"good",11
"172",172,"laurenadinab",11,"goooooood",11
"173",173,"lexie",11,"httpstcovbebdhvty",11
"174",174,"lifted",11,"lets",11
"175",175,"mark",11,"look",11
"176",176,"mourn",11,"pff",11
"177",177,"msoriginality",11,"begins",10
"178",178,"munaism",11,"breaking",10
"179",179,"naaame",11,"concerned",10
"180",180,"nationwide",11,"debut",10
"181",181,"nni",11,"home",10
"182",182,"play",11,"laramnation",10
"183",183,"pretty",11,"need",10
"184",184,"sad",11,"see",10
"185",185,"sam",11,"takes",10
"186",186,"shalondaloveee",11,"think",10
"187",187,"stress",11,"available",9
"188",188,"thread",11,"decision",9
"189",189,"vodka",11,"duo",9
"190",190,"wordsnhtgawm",11,"easection",9
"191",191,"body",10,"expecting",9
"192",192,"eduaubdedubua",10,"hekker",9
"193",193,"everything",10,"httpstcofyxyofyjlw",9
"194",194,"finding",10,"november",9
"195",195,"frank",10,"ready",9
"196",196,"fyeahtgawm",10,"right",9
"197",197,"gonna",10,"seats",9
"198",198,"holy",10,"team",9
"199",199,"ibiebteam",10,"things",9
"200",200,"inkdarapper",10,"toddgurley",9
"201",201,"night",10,"watch",9
"202",202,"secret",10,"‚Äúscared‚Äù",8
"203",203,"till",10,"big",8
"204",204,"youve",10,"construction",8
"205",205,"fans",9,"covernrams",8
"206",206,"first",9,"decisions",8
"207",207,"halfhalaltrash",9,"different",8
"208",208,"hand",9,"facebook",8
"209",209,"hours",9,"football",8
"210",210,"httpstcodozrzkif",9,"gambling",8
"211",211,"httpstcok‚Ä",9,"groundbreaking",8
"212",212,"ill",9,"groupnnhmmthats",8
"213",213,"keating",9,"hall",8
"214",214,"kissing",9,"httpstcoarzzjnluqpnmobsquad",8
"215",215,"raise",9,"httpstcohrtqgy",8
"216",216,"ready",9,"httpstcoofczk",8
"217",217,"safe",9,"httpstcozzvkexrvf",8
"218",218,"thecharlieweber",9,"jim",8
"219",219,"victimized",9,"joeramsilverfox",8
"220",220,"watched",9,"losangeles",8
"221",221,"whole",9,"move",8
"222",222,"anything",8,"punter",8
"223",223,"conradricamora",8,"really",8
"224",224,"decision",8,"russillokanell",8
"225",225,"guys",8,"say",8
"226",226,"hardest",8,"tdespn",8
"227",227,"hope",8,"att",7
"228",228,"house",8,"cant",7
"229",229,"https‚Ä",8,"congrats",7
"230",230,"httpstcocukjqubv",8,"earned",7
"231",231,"last",8,"freegoff",7
"232",232,"minutes",8,"fun",7
"233",233,"morning",8,"happy",7
"234",234,"people",8,"httpstcodgldmghti",7
"235",235,"plus",8,"httpstcoohwqxnesw",7
"236",236,"seen",8,"jets",7
"237",237,"showrunner",8,"later",7
"238",238,"side",8,"let",7
"239",239,"spoil",8,"officially",7
"240",240,"stomachpainsamptears",8,"released",7
"241",241,"uufef",8,"set",7
"242",242,"went",8,"superfan",7
"243",243,"whats",8,"theblood",7
"244",244,"wtf",8,"video",7
"245",245,"yet",8,"wants",7
