"x"
"RT @TheFactsOfShade: Pentatonix just won the #MannequinChallenge. They did it on stage while including 8,000 fans in the audience. https://…"
"RT @Setorii: <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>Are you in #LA ? Want to be part of an EPIC #fashion #MannequinChallenge tonight @ 5:30pm-7? DM me &amp; I'll send u the info!<ed><U+00A0><U+00BC><ed><U+00BC><U+009F> #…"
"RT @PTXofficial: We took on the #MannequinChallenge with an audience of 8,000 people during our show last night!!! SO CRAZY! #PTXWorldTour…"
"Houston, we have a problem... Klooking the #mannequinchallenge to Space @ArtSciMuseum <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>  <ed><U+00A0><U+00BC><ed><U+00BC><U+008E> 

NASA – A Human Adventu… https://t.co/Gm3VE5fWE2"
"RT @CNN: Move over, #MannequinChallenge. The #TrumpsComingChallenge is sending students fleeing https://t.co/d3q4WJrfVh https://t.co/DbZDBs…"
"RT @CNN: Move over, #MannequinChallenge. The #TrumpsComingChallenge is sending students fleeing https://t.co/d3q4WJrfVh https://t.co/DbZDBs…"
"RT @CNN: Move over, #MannequinChallenge. The #TrumpsComingChallenge is sending students fleeing https://t.co/D2AXA08sLY https://t.co/OOR1Ij…"
"RT @PlaytimePRLtd: Of course we did the #MannequinChallenge at #boardgameclub tonight with @HasbroNews! @MattEdmondson @ToyNewsOnline @toyo…"
"RT @PlaytimePRLtd: Of course we did the #MannequinChallenge at #boardgameclub tonight with @HasbroNews! @MattEdmondson @ToyNewsOnline @toyo…"
"RT @AVAETC: Late entry! 102 crew members! 27 departments! Release date news! #WrinkleInTime #InclusiveCrew #MannequinChallenge https://t.co…"
"RT @FootballFunnys: Shaolin soccer was doing the #MannequinChallenge long before anyone else. https://t.co/pt5cVfbs4I"
"RT @PTXofficial: We took on the #MannequinChallenge with an audience of 8,000 people during our show last night!!! SO CRAZY! #PTXWorldTour…"
"RT @Footy_Jokes: Shaolin soccer was doing the #MannequinChallenge long before anyone else. https://t.co/bpuJBl8OZ6"
"RT @WSHHFANS: The best one yet <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #MannequinChallenge https://t.co/yGNEyJCsDc"
"RT @Footy_Jokes: Shaolin soccer was doing the #MannequinChallenge long before anyone else. https://t.co/bpuJBl8OZ6"
"RT @NoChillPosts: WHITE PEOPLE RUIN EVERYTHING #MannequinChallenge https://t.co/3m47Ma8Gp4"
"RT @MannequinVid: Live on tour <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #MannequinChallenge https://t.co/5NSfu5PPJf"
"RT @Unnamedinsider: David Attenborough wins #MannequinChallenge https://t.co/2WS2uF2ack"
"RT @PTXofficial: We took on the #MannequinChallenge with an audience of 8,000 people during our show last night!!! SO CRAZY! #PTXWorldTour…"
"RT @TheFactsOfShade: Pentatonix just won the #MannequinChallenge. They did it on stage while including 8,000 fans in the audience. https://…"
"RT @BabyAnimalPics: this dog has the best #MannequinChallenge https://t.co/pxv37guMFO"
"RT @Mansy2009: #RLIGolf junior academy doing the #MannequinChallenge on the driving range tonight @EuropeanTour @EnglandGolf @RlIGolf #Juni…"
"RT @PTXofficial: We took on the #MannequinChallenge with an audience of 8,000 people during our show last night!!! SO CRAZY! #PTXWorldTour…"
"RT @PTXofficial: We took on the #MannequinChallenge with an audience of 8,000 people during our show last night!!! SO CRAZY! #PTXWorldTour…"
"RT @Setorii: <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5>Are you in #LA ? Want to be part of an EPIC #fashion #MannequinChallenge tonight with a Ford @ 5:30pm-7? DM me &amp; I'll send u…"
"RT @TheFactsOfShade: Pentatonix just won the #MannequinChallenge. They did it on stage while including 8,000 fans in the audience. https://…"
"RT @Footy_Jokes: Shaolin soccer was doing the #MannequinChallenge long before anyone else. https://t.co/bpuJBl8OZ6"
"RT @PTXofficial: We took on the #MannequinChallenge with an audience of 8,000 people during our show last night!!! SO CRAZY! #PTXWorldTour…"
"RT @jakemiller: Did the #MannequinChallenge with @NickelodeonTV @Zedd @JacobWhitesides and a bunch more friends! Check it https://t.co/X5Ko…"
"RT @AwkwardMuslim: Muslims will never be able to do the #MannequinChallenge

Some of y'all cant even stand still for 2 mins during Taraweeh."
