"word","freq"
"hard",4
"hated",4
"hats",4
"heard",4
"help",4
"heytearcatcher",4
"homophobia",4
"hot",4
"httpstcnrt",4
"httpstcodgldmghtinrt",4
"httpstcohqmvabnmnrt",4
"httpstcojjlgnbqs",4
"httpstcokbekdwnp",4
"httpstcokeqwipha",4
"httpstcokjxdxxq",4
"httpstcolwajprzp",4
"httpstcomcnrtrek",4
"httpstcomexwglrip",4
"httpstcomidmosbq",4
"httpstcooorijnrt",4
"httpstcopggnrt",4
"httpstcoqanziqnji",4
"httpstcorrdfkylllx",4
"httpstcotmwmrswxynrt",4
"httpstcouzeqczscnrt",4
"httpstcowocvyyba",4
"httpstcowwvxfnkb",4
"httpstcoxwpujktu",4
"httpstcozzvkexrvfnrt",4
"increased",4
"insider",4
"invite",4
"iskolars",4
"issue",4
"jail",4
"joelpollak",4
"johnny",4
"joshuahorowitz",4
"jpbrammer",4
"kaaaaaaaaaarl",4
"kammkroh",4
"kilmeade",4
"kind",4
"klein",4
"kushner",4
"laramsfanzone",4
"leg",4
"letsgoskatepool",4
"lil",4
"little",4
"livenow",4
"lvldamn",4
"mad",4
"making",4
"male",4
"mannequinchallengenrt",4
"march",4
"marcosnohero",4
"mcconnell",4
"mechanisms",4
"meeting",4
"mercer",4
"miamidolphins",4
"michael",4
"midseason",4
"misogyny",4
"miss",4
"mobsquadnlarams",4
"mobsquadnthe",4
"mother",4
"mtnmd",4
"mtv",4
"nah",4
"nation",4
"needed",4
"neo",4
"nigeria",4
"nope",4
"nothing",4
"npr",4
"obamanntrumps",4
"offer",4
"oline",4
"olivianuzzi",4
"ollie",4
"omfg",4
"organization",4
"owner",4
"pac",4
"picks",4
"piss",4
"playlist",4
"playmusicgh",4
"plot",4
"point",4
"policy",4
"preside",4
"preview",4
"priebus",4
"problems",4
"proisrael",4
"pst",4
"public",4
"qbs",4
"racistnbannons",4
"raises",4
"ravenhuwolf",4
"refusal",4
"republicans",4
"ringerpodcasts",4
"rips",4
"ripwesgibbins",4
"rotouncleodds",4
"run",4
"saffold",4
"sandidemita",4
"sandrafluke",4
"seasons",4
"senators",4
"sense",4
"served",4
"sessions",4
"sexist",4
"shorts",4
"sick",4
"signing",4
"snow",4
"specter",4
"speech",4
"speechless",4
"spineless",4
"stan",4
"started",4
"statements",4
"stay",4
"stepht",4
"stormed",4
"suggests",4
"supporters",4
"supposed",4
"swamp",4
"tea",4
"teammate",4
"tears",4
"thanksginrt",4
"theciassicjams",4
"thedailyshow",4
"todd",4
"trafficked",4
"trevornoah",4
"true",4
"tunein",4
"uaufef",4
"ugly",4
"una",4
"unity",4
"uplbperspective",4
"urge",4
"used",4
"vinestudio",4
"voldemort",4
"washington",4
"weekly",4
"whiny",4
"whitehouse",4
"whitley",4
"william",4
"wing",4
"woke",4
"wreck",4
"writers",4
"xenophobic",4
"yeah",4
"zionist",4
"abc",3
"able",3
"accusation",3
"act",3
"age",3
"agenda",3
"aint",3
"air",3
"alinsky",3
"alone",3
"amendment",3
"angry",3
"anjprowse",3
"answer",3
"antibannon",3
"antimuslim",3
"anylaurie",3
"asians",3
"asks",3
"assassination",3
"attended",3
"attention",3
"babelfishnaltright",3
"babyeduaubdedubueduaubdedubuaeduaubdedubub",3
"backlash",3
"ballyslasvegas",3
"battle",3
"bcherai",3
"biggame",3
"billboard",3
"billedplatypus",3
"blacklawyersmatter",3
"boyle",3
"brain",3
"breathe",3
"breitbartlondon",3
"bringing",3
"broken",3
"broncos",3
"bullshitnbannon",3
"burned",3
"bush",3
"business",3
"cair",3
"callstadt",3
"cancel",3
"card",3
"care",3
"cargo",3
"chairman",3
"chances",3
"chiefgunz",3
"chill",3
"chucknellis",3
"claim",3
"color",3
"committed",3
"community",3
"conway",3
"counselor",3
"courtesy",3
"credit",3
"cried",3
"crossing",3
"cure",3
"dad",3
"daily",3
"danaemolina",3
"dare",3
"david",3
"dawg",3
"daya",3
"deeply",3
"defends",3
"definitely",3
"dem",3
"denial",3
"denounced",3
"designedbymyself",3
"disagree",3
"discovered",3
"disgraceful",3
"disgusting",3
"division",3
"djmalskila",3
"dope",3
"doucennhttpstcoreirjgsik",3
"drive",3
"driving",3
"dump",3
"dying",3
"easy",3
"eduaubdedubuadeduaubdedubuadeduaubdedubuadeduaubdedubuad",3
"eduaubdedubuaeduaubcedubfubenhtgawm",3
"eduaubdedubuaeduaubdedubu",3
"eduaubdedubuaeduaubdedubuaeduaubdedubua",3
"eduaubdedubueduaubdedubua",3
"eduaubdedubueduaubdedububeduaubdedubuceduaubcedubfubb",3
"eduaubeedubu",3
"educate",3
"effort",3
"either",3
"ellisons",3
"email",3
"emmjolras",3
"emotionally",3
"ended",3
"eniolaopeyemi",3
"ensure",3
"envy",3
"eras",3
