"word","freq"
"httpstcowwvxeplw",5
"magnitofreshout",5
"phizzytainment",5
"sdope",5
"dopest",4
"feat",4
"httpstcojjlgnbqs",4
"httpstcokbekdwnp",4
"httpstcowocvyyba",4
"httpstcowwvxfnkb",4
"livenow",4
"nigeria",4
"playmusicgh",4
"tunein",4
"added",3
"discovered",3
"envy",3
"gods",3
"httpstcodqqlqfh",3
"httpstcodrvozsmn",3
"httpstcomvlujzq",3
"httpstcopjdhphsvt",3
"magnitoftpatorankingasigetmoneyehnmusicshelvescom",3
"moses",3
"playlist",3
"read",3
"recheck",3
"weeks",3
"advocacywednesday",2
"africanbaze",2
"africanbazemedia",2
"asigetmoneyehn",2
"audio",2
"didyoumiss",2
"die",2
"ericjrpr",2
"fabxclusivecom",2
"fbloaded",2
"features",2
"hottest",2
"httpstcobypcqiwx",2
"httpstcofloprajhj",2
"httpstcofqlclefs",2
"httpstcojpbbezjdq",2
"httpstcombayuu",2
"httpstcopwyvghvpa",2
"httpstcoqgmwuhqc",2
"httpstcoqqfkhse",2
"httpstcotkoukxw",2
"httpstcottjjbvazj",2
"httpstcowocvhnca",2
"httpstcoxftlcfju",2
"httpstcoxgnxojhp",2
"httpstcozruobhyy",2
"jumiablackfriday",2
"latest",2
"liked",2
"love",2
"middayhits",2
"nvideooftheweek",2
"olamidetobadt",2
"post",2
"repost",2
"shopped",2
"thatdolapo",2
"toolzo",2
"updated",2
"wazobiafmlagos",2
"yet",2
"â€˜magnito",1
"abotk",1
"actuellement",1
"arkpr",1
"awhyhd",1
"cyouâ€™ll",1
"darquecity",1
"djezhutch",1
"djmichy",1
"djslaminjay",1
"echoja",1
"eduaubcedubeubeduaubdedubua",1
"eduaubcedubuaaeduaubcedububeduaubcedubuabeduaubcedububeduaubcedububaeduaubcedububeduaubcedubuaaeduaubcedububeduaubcedubuaeeduaubcedububeduaubcedubuabeduaubcedububeduaubcedububaeduaubcedububnnmusic",1
"ftâ",1
"ghana",1
"ghanavibesxclusive",1
"heard",1
"heart",1
"httpstcoahcufhm",1
"httpstcoavtkuscqlu",1
"httpstcobphwxdyqn",1
"httpstcocqcawvqyds",1
"httpstcodjpalmoki",1
"httpstcodmxck",1
"httpstcodnnsi",1
"httpstcodoejnexgf",1
"httpstcoebfibr",1
"httpstcoecfvfbkiy",1
"httpstcoewjfobpay",1
"httpstcofymqwelen",1
"httpstcogmxfvjreq",1
"httpstcohdoguzdfwâ€",1
"httpstcohdoguzdfwcâ€",1
"httpstcoijbruabn",1
"httpstcoimgcuhne",1
"httpstcoittimalh",1
"httpstcojavrvzpc",1
"httpstcojjlgws",1
"httpstcokbekvbz",1
"httpstcokztbvbwjr",1
"httpstcomcwauab",1
"httpstcomtghpqr",1
"httpstconuyasdnd",1
"httpstcoocnctpods",1
"httpstcooepsjfys",1
"httpstcooqnluenypp",1
"httpstcopcghwcn",1
"httpstcopdvlkhob",1
"httpstcoplyffkachv",1
"httpstcoqjffnvfctd",1
"httpstcorkrdvenk",1
"httpstcosavqoxtiil",1
"httpstcoscxqdt",1
"httpstcosiqpuuldf",1
"httpstcostcflyviu",1
"httpstcostphtqe",1
"httpstcosufrdmpq",1
"httpstcotqzxlfpuao",1
"httpstcotwskqabxd",1
"httpstcotzmjffy",1
"httpstcouyerwlromg",1
"httpstcovbeumfgpf",1
"httpstcowlfykqhd",1
"httpstcowpjosbrv",1
"httpstcoxgpyfio",1
"httpstcoxubdjqpw",1
"httpstcoxugqljbqog",1
"httpstcoyukskvsw",1
"httpstcozoolxrft",1
"httpstcozqdjtshbb",1
"iamteemhy",1
"jahottest",1
"jam",1
"kneesplease",1
"loves",1
"moneyâ€",1
"musicafric",1
"musicshelvesdot",1
"nijaeye",1
"njb",1
"nonstopafrobeat",1
"nounfm",1
"nowplayin",1
"numusic",1
"olayemimm",1
"patorankingeduaubcedubeubeduaubdedubueduaubcedubfubeeduaubdedubueduaubcedubfube",1
"patorankingngreenboxnigerianhttpstcogboaaqug",1
"phone",1
"please",1
"premiere",1
"preview",1
"remixâ€™",1
"sirdotlex",1
"soundcloud",1
"streetwizeblog",1
"streetwizeent",1
"sur",1
"sweet",1
"tradition",1
"verosweet",1
"videooftheweek",1
"whatyoumissed",1
"yakala",1
